trait_type,trait_value,trait_unit,individual_pk,life_stage_general_initial,life_stage_general_final,species_reported,scientific_name
development,4,Days,TRAIND011815,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011816,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011817,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011818,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011819,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011820,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011821,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011822,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011823,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND011824,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011825,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011826,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011827,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011828,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011829,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011830,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011831,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011832,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011833,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011834,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011835,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011836,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011837,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011838,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011839,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011840,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011841,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011842,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011843,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011844,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011845,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011846,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011847,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011848,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011849,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011850,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011851,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011852,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011853,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011854,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND011855,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011856,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011857,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011858,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011859,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011860,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011861,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011862,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011863,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011864,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011865,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011866,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011867,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011868,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011869,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011870,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011871,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011872,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011873,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011874,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011875,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011876,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011877,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011878,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011879,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011880,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011881,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011882,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011883,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011884,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011885,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011886,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011887,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011888,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011889,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011890,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011891,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011892,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011893,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011894,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011895,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011896,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011897,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011898,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011899,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011900,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND011901,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011902,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011903,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011904,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011905,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011906,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011907,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011908,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011909,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011910,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011911,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011912,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011913,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011914,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011915,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011916,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011917,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011918,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011919,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011920,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011921,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011922,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011923,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011924,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011925,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011926,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011927,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND011928,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011929,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011930,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011931,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011932,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011933,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011934,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011935,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011936,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011937,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011938,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011939,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011940,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011941,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011942,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011943,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011944,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011945,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011946,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011947,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011948,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011949,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND011950,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011951,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011952,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011953,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011954,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011955,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011956,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011957,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011958,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011959,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011960,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011961,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011962,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011963,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND011964,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011965,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011966,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011967,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011968,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011969,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011970,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011971,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011972,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011973,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011974,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011975,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011976,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011977,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011978,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND011979,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND011980,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND011981,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND011982,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND011983,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011984,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011985,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011986,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011987,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011988,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011989,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011990,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011991,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND011992,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND011993,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND011994,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND011995,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,16,Days,TRAIND011996,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND011997,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND011998,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND011999,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012000,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012001,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012002,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,22,Days,TRAIND012003,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012004,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012005,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012006,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012007,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012008,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012009,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012010,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012011,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012012,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012013,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012014,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012015,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012016,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012017,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012018,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012019,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012020,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012021,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012022,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012023,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012024,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012025,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012026,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012027,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012028,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012029,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012030,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012031,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012032,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012033,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012034,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012035,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012036,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012037,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012038,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012039,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012040,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012041,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012042,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012043,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012044,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012045,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012046,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012047,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012048,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012049,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012050,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012051,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012052,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012053,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012054,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012055,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012056,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012057,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND012058,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND012059,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND012060,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND012061,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012062,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012063,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012064,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012065,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012066,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012067,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012068,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012069,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012070,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012071,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012072,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012073,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012074,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012075,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012076,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012077,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012078,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012079,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012080,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012081,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,22,Days,TRAIND012082,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012083,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012084,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012085,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012086,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012087,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012088,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012089,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012090,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012091,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012092,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND012093,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012094,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012095,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012096,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012097,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012098,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012099,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012100,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012101,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012102,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012103,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012104,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012105,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012106,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012107,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012108,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012109,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012110,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
